split,piece_key,composer,title,midi_performance,status,alignment_csv,rejected_csv,candidates_csv,alignment_rows,alignment_rejected,candidate_rows,candidate_events,labeled_events,unmatched_events,duration_not_candidate_events,ambiguous_candidate_events,error
train,BeethovenPiano_Sonatas_11-3,Beethoven,Piano_Sonatas_11-3,Beethoven/Piano_Sonatas/11-3/MaximovI05.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0176_0192/alignments/Beethoven__Piano_Sonatas__11-3__MaximovI05.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0176_0192/rejected/Beethoven__Piano_Sonatas__11-3__MaximovI05.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0176_0192/candidates/Beethoven__Piano_Sonatas__11-3__MaximovI05.csv,46,1908,4955,1954,13,1908,18,15,
train,BeethovenPiano_Sonatas_12-1,Beethoven,Piano_Sonatas_12-1,Beethoven/Piano_Sonatas/12-1/Garritson01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0176_0192/alignments/Beethoven__Piano_Sonatas__12-1__Garritson01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0176_0192/rejected/Beethoven__Piano_Sonatas__12-1__Garritson01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0176_0192/candidates/Beethoven__Piano_Sonatas__12-1__Garritson01.csv,533,2791,10112,3324,295,2791,135,103,
train,BeethovenPiano_Sonatas_12-1,Beethoven,Piano_Sonatas_12-1,Beethoven/Piano_Sonatas/12-1/Kleisen05M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0176_0192/alignments/Beethoven__Piano_Sonatas__12-1__Kleisen05M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0176_0192/rejected/Beethoven__Piano_Sonatas__12-1__Kleisen05M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0176_0192/candidates/Beethoven__Piano_Sonatas__12-1__Kleisen05M.csv,485,2709,9981,3194,251,2709,140,94,
train,BeethovenPiano_Sonatas_12-1,Beethoven,Piano_Sonatas_12-1,Beethoven/Piano_Sonatas/12-1/Zhao02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__12-1__Zhao02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__12-1__Zhao02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__12-1__Zhao02.csv,510,2790,10504,3300,300,2790,114,96,
train,BeethovenPiano_Sonatas_13-4,Beethoven,Piano_Sonatas_13-4,Beethoven/Piano_Sonatas/13-4/Taverna01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__13-4__Taverna01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__13-4__Taverna01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__13-4__Taverna01.csv,1152,2955,10188,4107,540,2955,135,477,
train,BeethovenPiano_Sonatas_14-3,Beethoven,Piano_Sonatas_14-3,Beethoven/Piano_Sonatas/14-3/Meek03.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__14-3__Meek03.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__14-3__Meek03.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__14-3__Meek03.csv,4401,511,11900,4912,1761,511,916,1724,
train,BeethovenPiano_Sonatas_15-1,Beethoven,Piano_Sonatas_15-1,Beethoven/Piano_Sonatas/15-1/LEE_H01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__15-1__LEE_H01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__15-1__LEE_H01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__15-1__LEE_H01.csv,3851,63,12136,3914,936,63,2349,566,
train,BeethovenPiano_Sonatas_15-1,Beethoven,Piano_Sonatas_15-1,Beethoven/Piano_Sonatas/15-1/Sekino01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__15-1__Sekino01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__15-1__Sekino01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__15-1__Sekino01.csv,3885,59,11347,3944,899,59,2711,275,
train,BeethovenPiano_Sonatas_15-1,Beethoven,Piano_Sonatas_15-1,Beethoven/Piano_Sonatas/15-1/ZhaoA02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__15-1__ZhaoA02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__15-1__ZhaoA02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__15-1__ZhaoA02.csv,3862,50,11592,3912,914,50,2576,372,
train,BeethovenPiano_Sonatas_15-4,Beethoven,Piano_Sonatas_15-4,Beethoven/Piano_Sonatas/15-4/Floril01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__15-4__Floril01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__15-4__Floril01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__15-4__Floril01.csv,200,2536,7959,2736,59,2536,95,46,
train,BeethovenPiano_Sonatas_16-1,Beethoven,Piano_Sonatas_16-1,Beethoven/Piano_Sonatas/16-1/BuiJL02M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__16-1__BuiJL02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__16-1__BuiJL02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__16-1__BuiJL02M.csv,129,3135,7827,3264,38,3135,33,58,
train,BeethovenPiano_Sonatas_16-1,Beethoven,Piano_Sonatas_16-1,Beethoven/Piano_Sonatas/16-1/Khmara01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__16-1__Khmara01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__16-1__Khmara01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__16-1__Khmara01.csv,126,3249,8206,3375,37,3249,32,57,
train,BeethovenPiano_Sonatas_16-1,Beethoven,Piano_Sonatas_16-1,Beethoven/Piano_Sonatas/16-1/Khmara05M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__16-1__Khmara05M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__16-1__Khmara05M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__16-1__Khmara05M.csv,126,3206,8386,3332,36,3206,29,61,
train,BeethovenPiano_Sonatas_16-1,Beethoven,Piano_Sonatas_16-1,Beethoven/Piano_Sonatas/16-1/LeeSH02M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__16-1__LeeSH02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__16-1__LeeSH02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__16-1__LeeSH02M.csv,127,3243,9440,3370,43,3243,24,60,
train,BeethovenPiano_Sonatas_16-1,Beethoven,Piano_Sonatas_16-1,Beethoven/Piano_Sonatas/16-1/Shybayeva02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__16-1__Shybayeva02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__16-1__Shybayeva02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__16-1__Shybayeva02.csv,127,3274,8979,3401,36,3274,29,62,
train,BeethovenPiano_Sonatas_16-1,Beethoven,Piano_Sonatas_16-1,Beethoven/Piano_Sonatas/16-1/Woo01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__16-1__Woo01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__16-1__Woo01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__16-1__Woo01.csv,125,3253,8699,3378,43,3253,21,61,
train,BeethovenPiano_Sonatas_16-1,Beethoven,Piano_Sonatas_16-1,Beethoven/Piano_Sonatas/16-1/Woo05M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__16-1__Woo05M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__16-1__Woo05M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__16-1__Woo05M.csv,125,3181,7621,3306,38,3181,32,55,
train,BeethovenPiano_Sonatas_16-2,Beethoven,Piano_Sonatas_16-2,Beethoven/Piano_Sonatas/16-2/LuoJ04M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__16-2__LuoJ04M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__16-2__LuoJ04M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__16-2__LuoJ04M.csv,3950,664,13690,4614,1970,664,1039,941,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1/KaszoS09M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/alignments/Beethoven__Piano_Sonatas__17-1__KaszoS09M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/rejected/Beethoven__Piano_Sonatas__17-1__KaszoS09M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0192_0208/candidates/Beethoven__Piano_Sonatas__17-1__KaszoS09M.csv,1189,2733,10421,3922,329,2733,769,91,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1/Mordvinov02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/alignments/Beethoven__Piano_Sonatas__17-1__Mordvinov02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/rejected/Beethoven__Piano_Sonatas__17-1__Mordvinov02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/candidates/Beethoven__Piano_Sonatas__17-1__Mordvinov02.csv,1216,2793,11031,4009,365,2793,729,122,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1/Tuncali01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/alignments/Beethoven__Piano_Sonatas__17-1__Tuncali01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/rejected/Beethoven__Piano_Sonatas__17-1__Tuncali01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/candidates/Beethoven__Piano_Sonatas__17-1__Tuncali01.csv,1211,2777,10352,3988,336,2777,815,60,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1_no_repeat/Giesbrecht02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/alignments/Beethoven__Piano_Sonatas__17-1_no_repeat__Giesbrecht02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/rejected/Beethoven__Piano_Sonatas__17-1_no_repeat__Giesbrecht02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/candidates/Beethoven__Piano_Sonatas__17-1_no_repeat__Giesbrecht02.csv,1309,1517,7624,2826,366,1517,828,115,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1_no_repeat/GuoE02M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/alignments/Beethoven__Piano_Sonatas__17-1_no_repeat__GuoE02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/rejected/Beethoven__Piano_Sonatas__17-1_no_repeat__GuoE02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/candidates/Beethoven__Piano_Sonatas__17-1_no_repeat__GuoE02M.csv,1298,1489,7132,2787,335,1489,900,63,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1_no_repeat/HONG01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/alignments/Beethoven__Piano_Sonatas__17-1_no_repeat__HONG01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/rejected/Beethoven__Piano_Sonatas__17-1_no_repeat__HONG01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/candidates/Beethoven__Piano_Sonatas__17-1_no_repeat__HONG01.csv,1304,1497,7758,2801,357,1497,805,142,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1_no_repeat/KabuliL02M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/alignments/Beethoven__Piano_Sonatas__17-1_no_repeat__KabuliL02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/rejected/Beethoven__Piano_Sonatas__17-1_no_repeat__KabuliL02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/candidates/Beethoven__Piano_Sonatas__17-1_no_repeat__KabuliL02M.csv,1285,1476,6947,2761,335,1476,877,73,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1_no_repeat/Lee02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/alignments/Beethoven__Piano_Sonatas__17-1_no_repeat__Lee02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/rejected/Beethoven__Piano_Sonatas__17-1_no_repeat__Lee02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/candidates/Beethoven__Piano_Sonatas__17-1_no_repeat__Lee02.csv,1341,1550,7625,2891,403,1550,843,95,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1_no_repeat/Nedayvoda01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/alignments/Beethoven__Piano_Sonatas__17-1_no_repeat__Nedayvoda01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/rejected/Beethoven__Piano_Sonatas__17-1_no_repeat__Nedayvoda01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/candidates/Beethoven__Piano_Sonatas__17-1_no_repeat__Nedayvoda01.csv,1238,1373,6844,2611,316,1373,851,71,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1_no_repeat/Richardson02M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/alignments/Beethoven__Piano_Sonatas__17-1_no_repeat__Richardson02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/rejected/Beethoven__Piano_Sonatas__17-1_no_repeat__Richardson02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/candidates/Beethoven__Piano_Sonatas__17-1_no_repeat__Richardson02M.csv,1295,1509,7262,2804,379,1509,849,67,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1_no_repeat/Rizikov02.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/alignments/Beethoven__Piano_Sonatas__17-1_no_repeat__Rizikov02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/rejected/Beethoven__Piano_Sonatas__17-1_no_repeat__Rizikov02.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/candidates/Beethoven__Piano_Sonatas__17-1_no_repeat__Rizikov02.csv,1337,1527,7718,2864,391,1527,800,146,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1_no_repeat/Song01.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/alignments/Beethoven__Piano_Sonatas__17-1_no_repeat__Song01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/rejected/Beethoven__Piano_Sonatas__17-1_no_repeat__Song01.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/candidates/Beethoven__Piano_Sonatas__17-1_no_repeat__Song01.csv,1290,1458,7287,2748,359,1458,830,101,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1_no_repeat/TuanS02M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/alignments/Beethoven__Piano_Sonatas__17-1_no_repeat__TuanS02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/rejected/Beethoven__Piano_Sonatas__17-1_no_repeat__TuanS02M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/candidates/Beethoven__Piano_Sonatas__17-1_no_repeat__TuanS02M.csv,1316,1515,7668,2831,372,1515,846,98,
train,BeethovenPiano_Sonatas_17-1,Beethoven,Piano_Sonatas_17-1,Beethoven/Piano_Sonatas/17-1_no_repeat/WangH03M.mid,ok,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/alignments/Beethoven__Piano_Sonatas__17-1_no_repeat__WangH03M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/rejected/Beethoven__Piano_Sonatas__17-1_no_repeat__WangH03M.csv,/home/user/.clawsgo/projects/a1c4aad0-038d-4c75-ab75-64ac0670657c/tmp/asap_cross_piece/full_run/chunks/chunk_0208_0224/candidates/Beethoven__Piano_Sonatas__17-1_no_repeat__WangH03M.csv,1323,1499,7420,2822,384,1499,857,82,
