split,piece_key,composer,title,performance_rank_in_piece,performances_in_piece,midi_performance,midi_score,xml_score
validation,BeethovenPiano_Sonatas_21-1,Beethoven,Piano_Sonatas_21-1,20,25,Beethoven/Piano_Sonatas/21-1_no_repeat/ToA02M.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/xml_score.musicxml
validation,BeethovenPiano_Sonatas_21-1,Beethoven,Piano_Sonatas_21-1,21,25,Beethoven/Piano_Sonatas/21-1_no_repeat/TongB03M.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/xml_score.musicxml
validation,BeethovenPiano_Sonatas_21-1,Beethoven,Piano_Sonatas_21-1,22,25,Beethoven/Piano_Sonatas/21-1_no_repeat/WangA02M.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/xml_score.musicxml
validation,BeethovenPiano_Sonatas_21-1,Beethoven,Piano_Sonatas_21-1,23,25,Beethoven/Piano_Sonatas/21-1_no_repeat/YeZ02M.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/xml_score.musicxml
validation,BeethovenPiano_Sonatas_21-1,Beethoven,Piano_Sonatas_21-1,24,25,Beethoven/Piano_Sonatas/21-1_no_repeat/ZhangW01M.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/xml_score.musicxml
validation,BeethovenPiano_Sonatas_21-1,Beethoven,Piano_Sonatas_21-1,25,25,Beethoven/Piano_Sonatas/21-1_no_repeat/Zuber01.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/midi_score.mid,Beethoven/Piano_Sonatas/21-1_no_repeat/xml_score.musicxml
train,BeethovenPiano_Sonatas_21-2,Beethoven,Piano_Sonatas_21-2,1,3,Beethoven/Piano_Sonatas/21-2/KimSY03.mid,Beethoven/Piano_Sonatas/21-2/midi_score.mid,Beethoven/Piano_Sonatas/21-2/xml_score.musicxml
train,BeethovenPiano_Sonatas_21-2,Beethoven,Piano_Sonatas_21-2,2,3,Beethoven/Piano_Sonatas/21-2/Sekino05.mid,Beethoven/Piano_Sonatas/21-2/midi_score.mid,Beethoven/Piano_Sonatas/21-2/xml_score.musicxml
train,BeethovenPiano_Sonatas_21-2,Beethoven,Piano_Sonatas_21-2,3,3,Beethoven/Piano_Sonatas/21-2/YOO05M.mid,Beethoven/Piano_Sonatas/21-2/midi_score.mid,Beethoven/Piano_Sonatas/21-2/xml_score.musicxml
test,BeethovenPiano_Sonatas_21-3,Beethoven,Piano_Sonatas_21-3,1,3,Beethoven/Piano_Sonatas/21-3/KimSY04M.mid,Beethoven/Piano_Sonatas/21-3/midi_score.mid,Beethoven/Piano_Sonatas/21-3/xml_score.musicxml
test,BeethovenPiano_Sonatas_21-3,Beethoven,Piano_Sonatas_21-3,2,3,Beethoven/Piano_Sonatas/21-3/Sekino05M.mid,Beethoven/Piano_Sonatas/21-3/midi_score.mid,Beethoven/Piano_Sonatas/21-3/xml_score.musicxml
test,BeethovenPiano_Sonatas_21-3,Beethoven,Piano_Sonatas_21-3,3,3,Beethoven/Piano_Sonatas/21-3/YOO05M.mid,Beethoven/Piano_Sonatas/21-3/midi_score.mid,Beethoven/Piano_Sonatas/21-3/xml_score.musicxml
train,BeethovenPiano_Sonatas_22-1,Beethoven,Piano_Sonatas_22-1,1,3,Beethoven/Piano_Sonatas/22-1/IVLEVA01.mid,Beethoven/Piano_Sonatas/22-1/midi_score.mid,Beethoven/Piano_Sonatas/22-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_22-1,Beethoven,Piano_Sonatas_22-1,2,3,Beethoven/Piano_Sonatas/22-1/KOLESO04M.mid,Beethoven/Piano_Sonatas/22-1/midi_score.mid,Beethoven/Piano_Sonatas/22-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_22-1,Beethoven,Piano_Sonatas_22-1,3,3,Beethoven/Piano_Sonatas/22-1/WongDoe01.mid,Beethoven/Piano_Sonatas/22-1/midi_score.mid,Beethoven/Piano_Sonatas/22-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_22-2,Beethoven,Piano_Sonatas_22-2,1,1,Beethoven/Piano_Sonatas/22-2/KOLESO04M.mid,Beethoven/Piano_Sonatas/22-2/midi_score.mid,Beethoven/Piano_Sonatas/22-2/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,1,17,Beethoven/Piano_Sonatas/23-1/Cai01.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,2,17,Beethoven/Piano_Sonatas/23-1/Duepree01.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,3,17,Beethoven/Piano_Sonatas/23-1/Duepree05M.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,4,17,Beethoven/Piano_Sonatas/23-1/Gintov01.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,5,17,Beethoven/Piano_Sonatas/23-1/Guo03M.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,6,17,Beethoven/Piano_Sonatas/23-1/Huangci02.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,7,17,Beethoven/Piano_Sonatas/23-1/JIA02.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,8,17,Beethoven/Piano_Sonatas/23-1/KARYAG01.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,9,17,Beethoven/Piano_Sonatas/23-1/Ladid01.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,10,17,Beethoven/Piano_Sonatas/23-1/LiuC02M.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,11,17,Beethoven/Piano_Sonatas/23-1/Mizumoto06M.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,12,17,Beethoven/Piano_Sonatas/23-1/Na01.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,13,17,Beethoven/Piano_Sonatas/23-1/Teo02M.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,14,17,Beethoven/Piano_Sonatas/23-1/Tran01.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,15,17,Beethoven/Piano_Sonatas/23-1/Yeletskiy01.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,16,17,Beethoven/Piano_Sonatas/23-1/Yi02M.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_23-1,Beethoven,Piano_Sonatas_23-1,17,17,Beethoven/Piano_Sonatas/23-1/Yu01.mid,Beethoven/Piano_Sonatas/23-1/midi_score.mid,Beethoven/Piano_Sonatas/23-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_24-1,Beethoven,Piano_Sonatas_24-1,1,9,Beethoven/Piano_Sonatas/24-1/Lisiecki01.mid,Beethoven/Piano_Sonatas/24-1/midi_score.mid,Beethoven/Piano_Sonatas/24-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_24-1,Beethoven,Piano_Sonatas_24-1,2,9,Beethoven/Piano_Sonatas/24-1/Lisiecki05M.mid,Beethoven/Piano_Sonatas/24-1/midi_score.mid,Beethoven/Piano_Sonatas/24-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_24-1,Beethoven,Piano_Sonatas_24-1,3,9,Beethoven/Piano_Sonatas/24-1/WangV01.mid,Beethoven/Piano_Sonatas/24-1/midi_score.mid,Beethoven/Piano_Sonatas/24-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_24-1,Beethoven,Piano_Sonatas_24-1,4,9,Beethoven/Piano_Sonatas/24-1_no_2_repeat/Cui02.mid,Beethoven/Piano_Sonatas/24-1_no_2_repeat/midi_score.mid,Beethoven/Piano_Sonatas/24-1_no_2_repeat/xml_score.musicxml
train,BeethovenPiano_Sonatas_24-1,Beethoven,Piano_Sonatas_24-1,5,9,Beethoven/Piano_Sonatas/24-1_no_2_repeat/Cui06M.mid,Beethoven/Piano_Sonatas/24-1_no_2_repeat/midi_score.mid,Beethoven/Piano_Sonatas/24-1_no_2_repeat/xml_score.musicxml
train,BeethovenPiano_Sonatas_24-1,Beethoven,Piano_Sonatas_24-1,6,9,Beethoven/Piano_Sonatas/24-1_no_2_repeat/DeTurck06M.mid,Beethoven/Piano_Sonatas/24-1_no_2_repeat/midi_score.mid,Beethoven/Piano_Sonatas/24-1_no_2_repeat/xml_score.musicxml
train,BeethovenPiano_Sonatas_24-1,Beethoven,Piano_Sonatas_24-1,7,9,Beethoven/Piano_Sonatas/24-1_no_2_repeat/MERJAN01.mid,Beethoven/Piano_Sonatas/24-1_no_2_repeat/midi_score.mid,Beethoven/Piano_Sonatas/24-1_no_2_repeat/xml_score.musicxml
train,BeethovenPiano_Sonatas_24-1,Beethoven,Piano_Sonatas_24-1,8,9,Beethoven/Piano_Sonatas/24-1_no_2_repeat/Zusko01.mid,Beethoven/Piano_Sonatas/24-1_no_2_repeat/midi_score.mid,Beethoven/Piano_Sonatas/24-1_no_2_repeat/xml_score.musicxml
train,BeethovenPiano_Sonatas_24-1,Beethoven,Piano_Sonatas_24-1,9,9,Beethoven/Piano_Sonatas/24-1_no_repeat/Lou02M.mid,Beethoven/Piano_Sonatas/24-1_no_repeat/midi_score.mid,Beethoven/Piano_Sonatas/24-1_no_repeat/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-1,Beethoven,Piano_Sonatas_26-1,1,11,Beethoven/Piano_Sonatas/26-1/Ali02.mid,Beethoven/Piano_Sonatas/26-1/midi_score.mid,Beethoven/Piano_Sonatas/26-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-1,Beethoven,Piano_Sonatas_26-1,2,11,Beethoven/Piano_Sonatas/26-1/HuNY02M.mid,Beethoven/Piano_Sonatas/26-1/midi_score.mid,Beethoven/Piano_Sonatas/26-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-1,Beethoven,Piano_Sonatas_26-1,3,11,Beethoven/Piano_Sonatas/26-1/Huang02.mid,Beethoven/Piano_Sonatas/26-1/midi_score.mid,Beethoven/Piano_Sonatas/26-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-1,Beethoven,Piano_Sonatas_26-1,4,11,Beethoven/Piano_Sonatas/26-1/LEE_K05.mid,Beethoven/Piano_Sonatas/26-1/midi_score.mid,Beethoven/Piano_Sonatas/26-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-1,Beethoven,Piano_Sonatas_26-1,5,11,Beethoven/Piano_Sonatas/26-1/MorozovY02.mid,Beethoven/Piano_Sonatas/26-1/midi_score.mid,Beethoven/Piano_Sonatas/26-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-1,Beethoven,Piano_Sonatas_26-1,6,11,Beethoven/Piano_Sonatas/26-1/Sham03M.mid,Beethoven/Piano_Sonatas/26-1/midi_score.mid,Beethoven/Piano_Sonatas/26-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-1,Beethoven,Piano_Sonatas_26-1,7,11,Beethoven/Piano_Sonatas/26-1/Zhdanov05M.mid,Beethoven/Piano_Sonatas/26-1/midi_score.mid,Beethoven/Piano_Sonatas/26-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-1,Beethoven,Piano_Sonatas_26-1,8,11,Beethoven/Piano_Sonatas/26-1_no_repeat/Broberg01.mid,Beethoven/Piano_Sonatas/26-1_no_repeat/midi_score.mid,Beethoven/Piano_Sonatas/26-1_no_repeat/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-1,Beethoven,Piano_Sonatas_26-1,9,11,Beethoven/Piano_Sonatas/26-1_no_repeat/Kim02M.mid,Beethoven/Piano_Sonatas/26-1_no_repeat/midi_score.mid,Beethoven/Piano_Sonatas/26-1_no_repeat/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-1,Beethoven,Piano_Sonatas_26-1,10,11,Beethoven/Piano_Sonatas/26-1_no_repeat/Tysman01.mid,Beethoven/Piano_Sonatas/26-1_no_repeat/midi_score.mid,Beethoven/Piano_Sonatas/26-1_no_repeat/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-1,Beethoven,Piano_Sonatas_26-1,11,11,Beethoven/Piano_Sonatas/26-1_no_repeat/Ye02.mid,Beethoven/Piano_Sonatas/26-1_no_repeat/midi_score.mid,Beethoven/Piano_Sonatas/26-1_no_repeat/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-2,Beethoven,Piano_Sonatas_26-2,1,5,Beethoven/Piano_Sonatas/26-2/HONG05M.mid,Beethoven/Piano_Sonatas/26-2/midi_score.mid,Beethoven/Piano_Sonatas/26-2/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-2,Beethoven,Piano_Sonatas_26-2,2,5,Beethoven/Piano_Sonatas/26-2/Huang02.mid,Beethoven/Piano_Sonatas/26-2/midi_score.mid,Beethoven/Piano_Sonatas/26-2/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-2,Beethoven,Piano_Sonatas_26-2,3,5,Beethoven/Piano_Sonatas/26-2/LEE_K05M.mid,Beethoven/Piano_Sonatas/26-2/midi_score.mid,Beethoven/Piano_Sonatas/26-2/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-2,Beethoven,Piano_Sonatas_26-2,4,5,Beethoven/Piano_Sonatas/26-2/Tysman01.mid,Beethoven/Piano_Sonatas/26-2/midi_score.mid,Beethoven/Piano_Sonatas/26-2/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-2,Beethoven,Piano_Sonatas_26-2,5,5,Beethoven/Piano_Sonatas/26-2/Zhdanov05.mid,Beethoven/Piano_Sonatas/26-2/midi_score.mid,Beethoven/Piano_Sonatas/26-2/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-3,Beethoven,Piano_Sonatas_26-3,1,4,Beethoven/Piano_Sonatas/26-3/Huang02.mid,Beethoven/Piano_Sonatas/26-3/midi_score.mid,Beethoven/Piano_Sonatas/26-3/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-3,Beethoven,Piano_Sonatas_26-3,2,4,Beethoven/Piano_Sonatas/26-3/LEE_K05.mid,Beethoven/Piano_Sonatas/26-3/midi_score.mid,Beethoven/Piano_Sonatas/26-3/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-3,Beethoven,Piano_Sonatas_26-3,3,4,Beethoven/Piano_Sonatas/26-3/Tysman01.mid,Beethoven/Piano_Sonatas/26-3/midi_score.mid,Beethoven/Piano_Sonatas/26-3/xml_score.musicxml
train,BeethovenPiano_Sonatas_26-3,Beethoven,Piano_Sonatas_26-3,4,4,Beethoven/Piano_Sonatas/26-3/Zhdanov05M.mid,Beethoven/Piano_Sonatas/26-3/midi_score.mid,Beethoven/Piano_Sonatas/26-3/xml_score.musicxml
train,BeethovenPiano_Sonatas_27-1,Beethoven,Piano_Sonatas_27-1,1,7,Beethoven/Piano_Sonatas/27-1/Abdelmola01.mid,Beethoven/Piano_Sonatas/27-1/midi_score.mid,Beethoven/Piano_Sonatas/27-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_27-1,Beethoven,Piano_Sonatas_27-1,2,7,Beethoven/Piano_Sonatas/27-1/Fung01.mid,Beethoven/Piano_Sonatas/27-1/midi_score.mid,Beethoven/Piano_Sonatas/27-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_27-1,Beethoven,Piano_Sonatas_27-1,3,7,Beethoven/Piano_Sonatas/27-1/GiacomelliN04M.mid,Beethoven/Piano_Sonatas/27-1/midi_score.mid,Beethoven/Piano_Sonatas/27-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_27-1,Beethoven,Piano_Sonatas_27-1,4,7,Beethoven/Piano_Sonatas/27-1/Ko01.mid,Beethoven/Piano_Sonatas/27-1/midi_score.mid,Beethoven/Piano_Sonatas/27-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_27-1,Beethoven,Piano_Sonatas_27-1,5,7,Beethoven/Piano_Sonatas/27-1/Ko05M.mid,Beethoven/Piano_Sonatas/27-1/midi_score.mid,Beethoven/Piano_Sonatas/27-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_27-1,Beethoven,Piano_Sonatas_27-1,6,7,Beethoven/Piano_Sonatas/27-1/MiyashitaM02M.mid,Beethoven/Piano_Sonatas/27-1/midi_score.mid,Beethoven/Piano_Sonatas/27-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_27-1,Beethoven,Piano_Sonatas_27-1,7,7,Beethoven/Piano_Sonatas/27-1/Seredenko01.mid,Beethoven/Piano_Sonatas/27-1/midi_score.mid,Beethoven/Piano_Sonatas/27-1/xml_score.musicxml
validation,BeethovenPiano_Sonatas_27-2,Beethoven,Piano_Sonatas_27-2,1,1,Beethoven/Piano_Sonatas/27-2/GiacomelliN05M.mid,Beethoven/Piano_Sonatas/27-2/midi_score.mid,Beethoven/Piano_Sonatas/27-2/xml_score.musicxml
test,BeethovenPiano_Sonatas_28-1,Beethoven,Piano_Sonatas_28-1,1,5,Beethoven/Piano_Sonatas/28-1/Atzinger01.mid,Beethoven/Piano_Sonatas/28-1/midi_score.mid,Beethoven/Piano_Sonatas/28-1/xml_score.musicxml
test,BeethovenPiano_Sonatas_28-1,Beethoven,Piano_Sonatas_28-1,2,5,Beethoven/Piano_Sonatas/28-1/KimHJ02M.mid,Beethoven/Piano_Sonatas/28-1/midi_score.mid,Beethoven/Piano_Sonatas/28-1/xml_score.musicxml
test,BeethovenPiano_Sonatas_28-1,Beethoven,Piano_Sonatas_28-1,3,5,Beethoven/Piano_Sonatas/28-1/KyykhynenT06M.mid,Beethoven/Piano_Sonatas/28-1/midi_score.mid,Beethoven/Piano_Sonatas/28-1/xml_score.musicxml
test,BeethovenPiano_Sonatas_28-1,Beethoven,Piano_Sonatas_28-1,4,5,Beethoven/Piano_Sonatas/28-1/WangY04M.mid,Beethoven/Piano_Sonatas/28-1/midi_score.mid,Beethoven/Piano_Sonatas/28-1/xml_score.musicxml
test,BeethovenPiano_Sonatas_28-1,Beethoven,Piano_Sonatas_28-1,5,5,Beethoven/Piano_Sonatas/28-1/Zhdanov01.mid,Beethoven/Piano_Sonatas/28-1/midi_score.mid,Beethoven/Piano_Sonatas/28-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_28-2,Beethoven,Piano_Sonatas_28-2,1,1,Beethoven/Piano_Sonatas/28-2/KimHJ03.mid,Beethoven/Piano_Sonatas/28-2/midi_score.mid,Beethoven/Piano_Sonatas/28-2/xml_score.musicxml
train,BeethovenPiano_Sonatas_29-2,Beethoven,Piano_Sonatas_29-2,1,1,Beethoven/Piano_Sonatas/29-2/ChowK03.mid,Beethoven/Piano_Sonatas/29-2/midi_score.mid,Beethoven/Piano_Sonatas/29-2/xml_score.musicxml
train,BeethovenPiano_Sonatas_29-3,Beethoven,Piano_Sonatas_29-3,1,1,Beethoven/Piano_Sonatas/29-3/ChowK04.mid,Beethoven/Piano_Sonatas/29-3/midi_score.mid,Beethoven/Piano_Sonatas/29-3/xml_score.musicxml
train,BeethovenPiano_Sonatas_29-4,Beethoven,Piano_Sonatas_29-4,1,1,Beethoven/Piano_Sonatas/29-4/ChowK05M.mid,Beethoven/Piano_Sonatas/29-4/midi_score.mid,Beethoven/Piano_Sonatas/29-4/xml_score.musicxml
train,BeethovenPiano_Sonatas_3-1,Beethoven,Piano_Sonatas_3-1,1,8,Beethoven/Piano_Sonatas/3-1/Bult-ItoS03M.mid,Beethoven/Piano_Sonatas/3-1/midi_score.mid,Beethoven/Piano_Sonatas/3-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_3-1,Beethoven,Piano_Sonatas_3-1,2,8,Beethoven/Piano_Sonatas/3-1/CaoJ02M.mid,Beethoven/Piano_Sonatas/3-1/midi_score.mid,Beethoven/Piano_Sonatas/3-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_3-1,Beethoven,Piano_Sonatas_3-1,3,8,Beethoven/Piano_Sonatas/3-1/Jia02.mid,Beethoven/Piano_Sonatas/3-1/midi_score.mid,Beethoven/Piano_Sonatas/3-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_3-1,Beethoven,Piano_Sonatas_3-1,4,8,Beethoven/Piano_Sonatas/3-1/KorchinskayaKogan02.mid,Beethoven/Piano_Sonatas/3-1/midi_score.mid,Beethoven/Piano_Sonatas/3-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_3-1,Beethoven,Piano_Sonatas_3-1,5,8,Beethoven/Piano_Sonatas/3-1/Lin01.mid,Beethoven/Piano_Sonatas/3-1/midi_score.mid,Beethoven/Piano_Sonatas/3-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_3-1,Beethoven,Piano_Sonatas_3-1,6,8,Beethoven/Piano_Sonatas/3-1/Lin05M.mid,Beethoven/Piano_Sonatas/3-1/midi_score.mid,Beethoven/Piano_Sonatas/3-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_3-1,Beethoven,Piano_Sonatas_3-1,7,8,Beethoven/Piano_Sonatas/3-1/MiyashitaM03M.mid,Beethoven/Piano_Sonatas/3-1/midi_score.mid,Beethoven/Piano_Sonatas/3-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_3-1,Beethoven,Piano_Sonatas_3-1,8,8,Beethoven/Piano_Sonatas/3-1/ZHOU01.mid,Beethoven/Piano_Sonatas/3-1/midi_score.mid,Beethoven/Piano_Sonatas/3-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_3-2,Beethoven,Piano_Sonatas_3-2,1,1,Beethoven/Piano_Sonatas/3-2/MiyashitaM04M.mid,Beethoven/Piano_Sonatas/3-2/midi_score.mid,Beethoven/Piano_Sonatas/3-2/xml_score.musicxml
train,BeethovenPiano_Sonatas_30-1,Beethoven,Piano_Sonatas_30-1,1,8,Beethoven/Piano_Sonatas/30-1/CHEN02.mid,Beethoven/Piano_Sonatas/30-1/midi_score.mid,Beethoven/Piano_Sonatas/30-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_30-1,Beethoven,Piano_Sonatas_30-1,2,8,Beethoven/Piano_Sonatas/30-1/Hirata01.mid,Beethoven/Piano_Sonatas/30-1/midi_score.mid,Beethoven/Piano_Sonatas/30-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_30-1,Beethoven,Piano_Sonatas_30-1,3,8,Beethoven/Piano_Sonatas/30-1/Izzard01.mid,Beethoven/Piano_Sonatas/30-1/midi_score.mid,Beethoven/Piano_Sonatas/30-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_30-1,Beethoven,Piano_Sonatas_30-1,4,8,Beethoven/Piano_Sonatas/30-1/Katyukova01.mid,Beethoven/Piano_Sonatas/30-1/midi_score.mid,Beethoven/Piano_Sonatas/30-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_30-1,Beethoven,Piano_Sonatas_30-1,5,8,Beethoven/Piano_Sonatas/30-1/MaslovV02M.mid,Beethoven/Piano_Sonatas/30-1/midi_score.mid,Beethoven/Piano_Sonatas/30-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_30-1,Beethoven,Piano_Sonatas_30-1,6,8,Beethoven/Piano_Sonatas/30-1/Shelest02.mid,Beethoven/Piano_Sonatas/30-1/midi_score.mid,Beethoven/Piano_Sonatas/30-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_30-1,Beethoven,Piano_Sonatas_30-1,7,8,Beethoven/Piano_Sonatas/30-1/TOIVIO01.mid,Beethoven/Piano_Sonatas/30-1/midi_score.mid,Beethoven/Piano_Sonatas/30-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_30-1,Beethoven,Piano_Sonatas_30-1,8,8,Beethoven/Piano_Sonatas/30-1/TanakaM06M.mid,Beethoven/Piano_Sonatas/30-1/midi_score.mid,Beethoven/Piano_Sonatas/30-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_31-1,Beethoven,Piano_Sonatas_31-1,1,21,Beethoven/Piano_Sonatas/31-1/ADIG05M.mid,Beethoven/Piano_Sonatas/31-1/midi_score.mid,Beethoven/Piano_Sonatas/31-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_31-1,Beethoven,Piano_Sonatas_31-1,2,21,Beethoven/Piano_Sonatas/31-1/AbdelmoulaJS03M.mid,Beethoven/Piano_Sonatas/31-1/midi_score.mid,Beethoven/Piano_Sonatas/31-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_31-1,Beethoven,Piano_Sonatas_31-1,3,21,Beethoven/Piano_Sonatas/31-1/Ahfat02M.mid,Beethoven/Piano_Sonatas/31-1/midi_score.mid,Beethoven/Piano_Sonatas/31-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_31-1,Beethoven,Piano_Sonatas_31-1,4,21,Beethoven/Piano_Sonatas/31-1/Ahn01.mid,Beethoven/Piano_Sonatas/31-1/midi_score.mid,Beethoven/Piano_Sonatas/31-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_31-1,Beethoven,Piano_Sonatas_31-1,5,21,Beethoven/Piano_Sonatas/31-1/BrendleA03M.mid,Beethoven/Piano_Sonatas/31-1/midi_score.mid,Beethoven/Piano_Sonatas/31-1/xml_score.musicxml
train,BeethovenPiano_Sonatas_31-1,Beethoven,Piano_Sonatas_31-1,6,21,Beethoven/Piano_Sonatas/31-1/Goh02.mid,Beethoven/Piano_Sonatas/31-1/midi_score.mid,Beethoven/Piano_Sonatas/31-1/xml_score.musicxml
