folder,composer,title,pedal_starts,pedal_stops,pedal_changes,pedal_other,measures_with_pedal,sample_measures
Liszt/Annees_de_pelerinage_2/1_Gondoliera/xml_score.musicxml,Liszt,Annees_de_pelerinage_2/1_Gondoliera,30,30,0,0,33,"1:{'start': 1}, 5:{'stop': 1, 'start': 1}, 9:{'stop': 1, 'start': 1}, 15:{'stop': 1}, 18:{'start': 1, 'stop': 1}, 19:{'start': 1, 'stop': 1}, 20:{'start': 1, 'stop': 1}, 98:{'start': 1, 'stop': 1}, 99:{'start': 1, 'stop': 1}, 100:{'start': 1}"
Liszt/Ballade_2/xml_score.musicxml,Liszt,Ballade_2,17,17,0,0,28,"1:{'start': 1}, 8:{'stop': 1}, 9:{'start': 1, 'stop': 1}, 10:{'start': 1, 'stop': 1}, 11:{'start': 1}, 12:{'stop': 1}, 13:{'start': 1}, 14:{'stop': 1}, 15:{'start': 1, 'stop': 1}, 16:{'start': 1, 'stop': 1}"
Liszt/Concert_Etude_S145/1/xml_score.musicxml,Liszt,Concert_Etude_S145/1,158,157,0,0,86,"1:{'start': 1, 'stop': 1}, 4:{'start': 1, 'stop': 1}, 5:{'start': 1, 'stop': 1}, 6:{'start': 1, 'stop': 1}, 8:{'start': 1, 'stop': 1}, 9:{'start': 1}, 10:{'stop': 1, 'start': 1}, 11:{'stop': 2, 'start': 1}, 12:{'start': 2, 'stop': 2}, 13:{'start': 1, 'stop': 1}"
Liszt/Concert_Etude_S145/2/xml_score.musicxml,Liszt,Concert_Etude_S145/2,210,210,0,0,113,"3:{'start': 2, 'stop': 2}, 4:{'start': 2, 'stop': 2}, 5:{'start': 2, 'stop': 2}, 6:{'start': 1, 'stop': 1}, 7:{'start': 2, 'stop': 2}, 8:{'start': 2, 'stop': 2}, 9:{'start': 2, 'stop': 2}, 10:{'start': 1, 'stop': 1}, 11:{'start': 2, 'stop': 2}, 12:{'start': 2, 'stop': 2}"
Liszt/Gran_Etudes_de_Paganini/2_La_campanella/xml_score.musicxml,Liszt,Gran_Etudes_de_Paganini/2_La_campanella,7,7,0,0,12,"50:{'start': 1, 'stop': 1}, 109:{'start': 1}, 110:{'stop': 1}, 111:{'start': 1}, 112:{'stop': 1}, 113:{'start': 1}, 114:{'stop': 1}, 115:{'start': 1}, 116:{'stop': 1}, 142:{'start': 1}"
Liszt/Gran_Etudes_de_Paganini/6_Theme_and_Variations/xml_score.musicxml,Liszt,Gran_Etudes_de_Paganini/6_Theme_and_Variations,0,0,0,0,0,
Liszt/Gran_Etudes_de_Paganini/6_Theme_and_Variations_repeat/xml_score.musicxml,Liszt,Gran_Etudes_de_Paganini/6_Theme_and_Variations_repeat,0,0,0,0,0,
Liszt/Hungarian_Rhapsodies/6/xml_score.musicxml,Liszt,Hungarian_Rhapsodies/6,181,181,0,0,155,"1:{'start': 1}, 2:{'stop': 1}, 3:{'start': 1}, 4:{'stop': 1}, 5:{'start': 1}, 6:{'start': 1, 'stop': 2}, 7:{'start': 1}, 8:{'start': 1, 'stop': 1}, 9:{'start': 1, 'stop': 1}, 10:{'stop': 1}"
Liszt/Mephisto_Waltz/xml_score.musicxml,Liszt,Mephisto_Waltz,392,293,0,0,562,"2:{'start': 1}, 15:{'stop': 1}, 16:{'start': 1}, 22:{'stop': 1}, 35:{'start': 1}, 48:{'stop': 1}, 49:{'start': 1}, 55:{'stop': 1}, 87:{'start': 1}, 94:{'stop': 1}"
Liszt/Sonata/xml_score.musicxml,Liszt,Sonata,256,263,0,0,214,"8:{'start': 1}, 9:{'stop': 1}, 15:{'start': 1, 'stop': 1}, 17:{'start': 1, 'stop': 1}, 61:{'start': 1, 'stop': 1}, 67:{'start': 1, 'stop': 1}, 105:{'start': 2, 'stop': 1}, 106:{'start': 2, 'stop': 1}, 107:{'start': 2, 'stop': 1}, 108:{'start': 2, 'stop': 1}"
Liszt/Transcendental_Etudes/1/xml_score.musicxml,Liszt,Transcendental_Etudes/1,11,11,0,0,9,"1:{'start': 1}, 12:{'stop': 1}, 13:{'start': 1, 'stop': 1}, 14:{'start': 2, 'stop': 2}, 15:{'start': 2, 'stop': 2}, 16:{'start': 2, 'stop': 2}, 17:{'start': 1, 'stop': 1}, 21:{'start': 1, 'stop': 1}, 23:{'start': 1, 'stop': 1}"
Liszt/Transcendental_Etudes/10/xml_score.musicxml,Liszt,Transcendental_Etudes/10,5,5,0,0,5,"31:{'start': 1, 'stop': 1}, 32:{'start': 1, 'stop': 1}, 33:{'start': 1, 'stop': 1}, 34:{'start': 1, 'stop': 1}, 35:{'start': 1, 'stop': 1}"
Liszt/Transcendental_Etudes/11/xml_score.musicxml,Liszt,Transcendental_Etudes/11,8,8,0,0,8,"17:{'start': 1, 'stop': 1}, 19:{'start': 1, 'stop': 1}, 20:{'start': 2, 'stop': 2}, 21:{'start': 1, 'stop': 1}, 31:{'start': 1}, 32:{'stop': 1}, 33:{'start': 1, 'stop': 1}, 34:{'start': 1, 'stop': 1}"
Liszt/Transcendental_Etudes/3/xml_score.musicxml,Liszt,Transcendental_Etudes/3,0,0,0,0,0,
Liszt/Transcendental_Etudes/4/xml_score.musicxml,Liszt,Transcendental_Etudes/4,213,213,0,0,143,"6:{'start': 1}, 8:{'stop': 1}, 9:{'start': 1, 'stop': 1}, 10:{'start': 1, 'stop': 1}, 11:{'start': 2, 'stop': 2}, 12:{'start': 2, 'stop': 2}, 13:{'start': 2, 'stop': 2}, 14:{'start': 2, 'stop': 2}, 15:{'start': 2, 'stop': 2}, 16:{'start': 2, 'stop': 2}"
Liszt/Transcendental_Etudes/5/xml_score.musicxml,Liszt,Transcendental_Etudes/5,5,5,0,0,6,"9:{'start': 1, 'stop': 1}, 97:{'start': 1}, 98:{'stop': 1}, 103:{'start': 1, 'stop': 1}, 104:{'start': 1, 'stop': 1}, 105:{'start': 1, 'stop': 1}"
Liszt/Transcendental_Etudes/9/xml_score.musicxml,Liszt,Transcendental_Etudes/9,51,51,0,0,43,"4:{'start': 1, 'stop': 1}, 5:{'start': 1, 'stop': 1}, 6:{'start': 1, 'stop': 1}, 7:{'start': 2, 'stop': 2}, 8:{'start': 1, 'stop': 1}, 10:{'start': 1, 'stop': 1}, 14:{'start': 1}, 15:{'stop': 1}, 17:{'start': 1, 'stop': 1}, 18:{'start': 1, 'stop': 1}"
Mozart/Fantasie_475/xml_score.musicxml,Mozart,Fantasie_475,0,0,0,0,0,
Mozart/Piano_Sonatas/11-3/xml_score.musicxml,Mozart,Piano_Sonatas/11-3,0,0,0,0,0,
Mozart/Piano_Sonatas/12-1/xml_score.musicxml,Mozart,Piano_Sonatas/12-1,0,0,0,0,0,
Mozart/Piano_Sonatas/12-2/xml_score.musicxml,Mozart,Piano_Sonatas/12-2,0,0,0,0,0,
Mozart/Piano_Sonatas/12-3/xml_score.musicxml,Mozart,Piano_Sonatas/12-3,0,0,0,0,0,
Mozart/Piano_Sonatas/8-1/xml_score.musicxml,Mozart,Piano_Sonatas/8-1,0,0,0,0,0,
Prokofiev/Toccata/xml_score.musicxml,Prokofiev,Toccata,1,0,0,0,1,136:{'start': 1}
Rachmaninoff/Preludes_op_23/4/xml_score.musicxml,Rachmaninoff,Preludes_op_23/4,0,0,0,0,0,
Rachmaninoff/Preludes_op_23/6/xml_score.musicxml,Rachmaninoff,Preludes_op_23/6,0,0,0,0,0,
Rachmaninoff/Preludes_op_32/10/xml_score.musicxml,Rachmaninoff,Preludes_op_32/10,24,24,0,0,21,"18:{'start': 1, 'stop': 1}, 19:{'start': 1, 'stop': 1}, 20:{'start': 1, 'stop': 1}, 21:{'start': 2, 'stop': 1}, 22:{'stop': 2, 'start': 1}, 23:{'start': 1, 'stop': 1}, 24:{'start': 2, 'stop': 1}, 25:{'stop': 2, 'start': 1}, 26:{'start': 2, 'stop': 1}, 27:{'stop': 1}"
Rachmaninoff/Preludes_op_32/5/xml_score.musicxml,Rachmaninoff,Preludes_op_32/5,0,0,0,0,0,
Ravel/Gaspard_de_la_Nuit/1_Ondine/xml_score.musicxml,Ravel,Gaspard_de_la_Nuit/1_Ondine,3,3,0,0,4,"0:{'start': 1}, 1:{'stop': 1}, 41:{'start': 1, 'stop': 1}, 80:{'start': 1, 'stop': 1}"
Ravel/Miroirs/3_Une_Barque/xml_score.musicxml,Ravel,Miroirs/3_Une_Barque,139,140,0,0,131,"1:{'start': 1, 'stop': 1}, 2:{'start': 1, 'stop': 1}, 3:{'start': 1, 'stop': 1}, 4:{'start': 1, 'stop': 1}, 5:{'start': 2, 'stop': 2}, 6:{'start': 1, 'stop': 1}, 7:{'start': 2, 'stop': 2}, 8:{'start': 1, 'stop': 1}, 9:{'start': 2, 'stop': 2}, 10:{'start': 2, 'stop': 2}"
Ravel/Miroirs/4_Alborada_del_gracioso/xml_score.musicxml,Ravel,Miroirs/4_Alborada_del_gracioso,10,10,0,0,16,"58:{'start': 1}, 62:{'stop': 1}, 70:{'start': 2, 'stop': 2}, 75:{'start': 1}, 78:{'stop': 1}, 82:{'start': 1}, 85:{'stop': 1}, 89:{'start': 1}, 91:{'stop': 1}, 97:{'start': 1}"
Ravel/Pavane/xml_score.musicxml,Ravel,Pavane,2,2,0,0,3,"70:{'start': 1, 'stop': 1}, 71:{'start': 1}, 72:{'stop': 1}"
Schubert/Impromptu_op.90_D.899/1/xml_score.musicxml,Schubert,Impromptu_op.90_D.899/1,0,0,0,0,0,
Schubert/Impromptu_op.90_D.899/2/xml_score.musicxml,Schubert,Impromptu_op.90_D.899/2,0,0,0,0,0,
Schubert/Impromptu_op.90_D.899/3/xml_score.musicxml,Schubert,Impromptu_op.90_D.899/3,1,0,0,0,1,1:{'start': 1}
Schubert/Impromptu_op.90_D.899/4/xml_score.musicxml,Schubert,Impromptu_op.90_D.899/4,0,0,0,0,0,
Schubert/Impromptu_op.90_D.899/4_no_repeat/xml_score.musicxml,Schubert,Impromptu_op.90_D.899/4_no_repeat,0,0,0,0,0,
Schubert/Impromptu_op142/1/xml_score.musicxml,Schubert,Impromptu_op142/1,0,0,0,0,0,
Schubert/Impromptu_op142/3/xml_score.musicxml,Schubert,Impromptu_op142/3,0,0,0,0,0,
Schubert/Moment_Musical_no_1/xml_score.musicxml,Schubert,Moment_Musical_no_1,0,0,0,0,0,
Schubert/Moment_musical_no_3/xml_score.musicxml,Schubert,Moment_musical_no_3,0,0,0,0,0,
Schubert/Piano_Sonatas/664-1/xml_score.musicxml,Schubert,Piano_Sonatas/664-1,0,0,0,0,0,
Schubert/Piano_Sonatas/664-2/xml_score.musicxml,Schubert,Piano_Sonatas/664-2,0,0,0,0,0,
Schubert/Piano_Sonatas/664-3/xml_score.musicxml,Schubert,Piano_Sonatas/664-3,0,0,0,0,0,
Schubert/Piano_Sonatas/894-2/xml_score.musicxml,Schubert,Piano_Sonatas/894-2,0,0,0,0,0,
Schubert/Piano_Sonatas/894-2_no_repeat/xml_score.musicxml,Schubert,Piano_Sonatas/894-2_no_repeat,0,0,0,0,0,
Schubert/Wanderer_fantasie/xml_score.musicxml,Schubert,Wanderer_fantasie,0,0,0,0,0,
Schumann/Arabeske/xml_score.musicxml,Schumann,Arabeske,127,68,0,0,128,"1:{'start': 1}, 2:{'start': 1}, 5:{'start': 1}, 6:{'stop': 1, 'start': 1}, 7:{'stop': 1}, 8:{'start': 1}, 9:{'start': 2}, 10:{'stop': 1, 'start': 1}, 11:{'start': 2}, 12:{'stop': 1}"
Schumann/Kreisleriana/1/xml_score.musicxml,Schumann,Kreisleriana/1,0,0,0,0,0,
Schumann/Kreisleriana/1_no_first_repeat/xml_score.musicxml,Schumann,Kreisleriana/1_no_first_repeat,0,0,0,0,0,
Schumann/Kreisleriana/2/xml_score.musicxml,Schumann,Kreisleriana/2,0,0,0,0,0,
Schumann/Kreisleriana/3/xml_score.musicxml,Schumann,Kreisleriana/3,0,1,0,0,1,154:{'stop': 1}
Schumann/Kreisleriana/4/xml_score.musicxml,Schumann,Kreisleriana/4,4,2,0,0,6,"1:{'start': 1}, 8:{'start': 1}, 22:{'start': 1}, 23:{'stop': 1}, 24:{'start': 1}, 25:{'stop': 1}"
Schumann/Kreisleriana/5/xml_score.musicxml,Schumann,Kreisleriana/5,0,0,0,0,0,
Schumann/Kreisleriana/6/xml_score.musicxml,Schumann,Kreisleriana/6,11,1,0,0,9,"5:{'start': 1}, 12:{'start': 1}, 28:{'start': 1}, 33:{'start': 1}, 34:{'start': 2}, 35:{'start': 2}, 36:{'start': 1}, 39:{'start': 2}, 40:{'stop': 1}"
Schumann/Kreisleriana/7/xml_score.musicxml,Schumann,Kreisleriana/7,1,1,0,0,2,"104:{'start': 1}, 105:{'stop': 1}"
Schumann/Toccata/xml_score.musicxml,Schumann,Toccata,0,0,0,0,0,
Schumann/Toccata_repeat/xml_score.musicxml,Schumann,Toccata_repeat,0,0,0,0,0,
Scriabin/Etudes_op_8/11/xml_score.musicxml,Scriabin,Etudes_op_8/11,1,1,0,0,1,"18:{'start': 1, 'stop': 1}"
Scriabin/Sonatas/5/xml_score.musicxml,Scriabin,Sonatas/5,10,7,0,0,14,"1:{'start': 1}, 3:{'stop': 1, 'start': 1}, 5:{'stop': 1, 'start': 1}, 7:{'start': 1}, 11:{'stop': 1}, 32:{'start': 1}, 33:{'stop': 1}, 36:{'start': 1}, 37:{'stop': 1}, 350:{'stop': 1, 'start': 1}"
